   k                            DFT(re)                         DFT(im)
-957.00000       -0.00000000000000006282     -0.0000000000000006944105996
-956.00000       -0.00000000000000009916     -0.0000000000000007043976685
-955.00000        0.00000000000000014210     0.0000000000000014008030781
-954.00000        0.00000000000000000027     -0.0000000000000000904338590
-953.00000        0.00000000000000004628     0.0000000000000003563556238
-952.00000        0.00000000000000019663     0.0000000000000019796791528
-951.00000        0.00000000000000006438     0.0000000000000006271576048
-950.00000        0.00000000000000037877     0.0000000000000035421964455
-949.00000       -0.00000000000000005266     -0.0000000000000004684314632
-948.00000       -0.00000000000000010912     -0.0000000000000009938011953
-947.00000       -0.00000000000000004107     -0.0000000000000005605139422
-946.00000       -0.00000000000000022791     -0.0000000000000018605618386
-945.00000        0.00000000000000008355     0.0000000000000007150117971
-944.00000       -0.00000000000000003327     -0.0000000000000003107175838
-943.00000        0.00000000000000015920     0.0000000000000013708499617
-942.00000       -0.00000000000000008513     -0.0000000000000007858214089
-941.00000        0.00000000000000026859     0.0000000000000022415565344
-940.00000       -0.00000000000000007473     -0.0000000000000005367532694
-939.00000       -0.00000000000000022999     -0.0000000000000018880363647
-938.00000        0.00000000000000000238     0.0000000000000000708196545
-937.00000       -0.00000000000000007852     -0.0000000000000006699260500
-936.00000       -0.00000000000000008739     -0.0000000000000006732202733
-935.00000       -0.00000000000000003883     -0.0000000000000003524150269
-934.00000        0.00000000000000011832     0.0000000000000009872612882
-933.00000       -0.00000000000000002683     -0.0000000000000003811576026
-932.00000        0.00000000000000000189     0.0000000000000000805943264
-931.00000        0.00000000000000000384     0.0000000000000000003677295
-930.00000        0.00000000000000027607     0.0000000000000020549459311
-929.00000        0.00000000000000002913     0.0000000000000003241311912
-928.00000        0.00000000000000018016     0.0000000000000013470643811
-927.00000        0.00000000000000001039     -0.0000000000000000018329239
-926.00000        0.00000000000000011066     0.0000000000000006704616501
-925.00000        0.00000000000000005631     0.0000000000000005001338354
-924.00000       -0.00000000000000003340     -0.0000000000000002323875826
-923.00000       -0.00000000000000002311     -0.0000000000000000146573996
-922.00000        0.00000000000000006157     0.0000000000000005320438990
-921.00000       -0.00000000000000015768     -0.0000000000000011000198730
-920.00000        0.00000000000000040027     0.0000000000000026330665110
-919.00000        0.00000000000000018068     0.0000000000000012831611030
-918.00000       -0.00000000000000011476     -0.0000000000000007512457451
-917.00000       -0.00000000000000001177     0.0000000000000000023946716
-916.00000        0.00000000000000016395     0.0000000000000010062847222
-915.00000        0.00000000000000002008     0.0000000000000000950689230
-914.00000        0.00000000000000001519     -0.0000000000000000218720108
-913.00000       -0.00000000000000018943     -0.0000000000000011870661454
-912.00000       -0.00000000000000000138     0.0000000000000000127188119
-911.00000        0.00000000000000022339     0.0000000000000007897627608
-910.00000       -0.00000000000000127644     -0.0000000000000069834704275
-909.00000        0.00000000000000028272     0.0000000000000014468150158
-908.00000       -0.00000000000000000036     -0.0000000000000000047378725
-907.00000        0.00000000000000033921     0.0000000000000017900717728
-906.00000       -0.00000000000000004817     -0.0000000000000000353797595
-905.00000        0.00000000000000055996     0.0000000000000031663959129
-904.00000        0.00000000000000008918     0.0000000000000004853417739
-903.00000       -0.00000000000000031334     -0.0000000000000019183741515
-902.00000       -0.00000000000000020930     -0.0000000000000013834328375
-901.00000        0.00000000000000011220     0.0000000000000005498288979
-900.00000        0.00000000000000025488     0.0000000000000014573585881
-899.00000       -0.00000000000000009689     -0.0000000000000006377337183
-898.00000        0.00000000000000025514     0.0000000000000013854658007
-897.00000       -0.00000000000000092102     -0.0000000000000043572409632
-896.00000       -0.00000000000000006891     -0.0000000000000004971527490
-895.00000        0.00000000000000012466     0.0000000000000006707782862
-894.00000       -0.00000000000000002806     -0.0000000000000000169136821
-893.00000       -0.00000000000000003117     -0.0000000000000000119096464
-892.00000        0.00000000000000121168     0.0000000000000061770934218
-891.00000       -0.00000000000000118548     -0.0000000000000063454992322
-890.00000       -0.00000000000000003159     -0.0000000000000000239890929
-889.00000        0.00000000000000002404     0.0000000000000000830212290
-888.00000        0.00000000000000118997     0.0000000000000055099672462
-887.00000       -0.00000000000000003670     -0.0000000000000001850344658
-886.00000       -0.00000000000000016850     -0.0000000000000007591804458
-885.00000        0.00000000000000017012     0.0000000000000007866354226
-884.00000       -0.00000000000000008963     -0.0000000000000004713103433
-883.00000        0.00000000000000004460     -0.0000000000000000391183255
-882.00000       -0.00000000000000039874     -0.0000000000000014731337640
-881.00000       -0.00000000000000016278     -0.0000000000000006433076220
-880.00000       -0.00000000000000002584     -0.0000000000000000889998153
-879.00000       -0.00000000000000006982     0.0000000000000001659677932
-878.00000        0.00000000000000014208     0.0000000000000006772871899
-877.00000       -0.00000000000000144942     -0.0000000000000062962088399
-876.00000       -0.00000000000000008840     -0.0000000000000001910297939
-875.00000       -0.00000000000000038649     -0.0000000000000016280588471
-874.00000       -0.00000000000000006918     -0.0000000000000002732007312
-873.00000        0.00000000000000008406     0.0000000000000003885692165
-872.00000        0.00000000000000003032     -0.0000000000000001147751516
-871.00000       -0.00000000000000020639     -0.0000000000000007806288408
-870.00000       -0.00000000000000009577     -0.0000000000000004977599118
-869.00000       -0.00000000000000039451     -0.0000000000000016035446869
-868.00000        0.00000000000000005829     0.0000000000000000697880918
-867.00000        0.00000000000000040201     0.0000000000000020834163339
-866.00000        0.00000000000000008533     0.0000000000000004807387725
-865.00000       -0.00000000000000011318     -0.0000000000000007006344008
-864.00000       -0.00000000000000022137     -0.0000000000000008611482418
-863.00000        0.00000000000000024112     0.0000000000000007291058482
-862.00000        0.00000000000000014648     0.0000000000000006062535405
-861.00000       -0.00000000000000007908     -0.0000000000000006116583180
-860.00000       -0.00000000000000046846     -0.0000000000000019090563400
-859.00000       -0.00000000000000010208     -0.0000000000000004936977231
-858.00000       -0.00000000000000021322     -0.0000000000000007636130635
-857.00000        0.00000000000000081846     0.0000000000000037930500446
-856.00000        0.00000000000000064812     0.0000000000000025692555642
-855.00000       -0.00000000000000019370     -0.0000000000000007408312999
-854.00000       -0.00000000000000005169     -0.0000000000000005398163562
-853.00000       -0.00000000000000002049     -0.0000000000000000569638221
-852.00000        0.00000000000000128612     0.0000000000000048476190189
-851.00000        0.00000000000000022232     0.0000000000000005832145685
-850.00000        0.00000000000000021854     0.0000000000000001023057765
-849.00000        0.00000000000000010072     0.0000000000000004671033994
-848.00000        0.00000000000000028444     0.0000000000000011108585301
-847.00000       -0.00000000000000011927     -0.0000000000000004230221098
-846.00000        0.00000000000000011499     0.0000000000000006648515258
-845.00000        0.00000000000000027544     0.0000000000000009194921514
-844.00000        0.00000000000000377624     0.0000000000000132747954829
-843.00000       -0.00000000000000000537     0.0000000000000000599411004
-842.00000       -0.00000000000000014808     -0.0000000000000004800457171
-841.00000       -0.00000000000000001300     0.0000000000000000298622644
-840.00000       -0.00000000000000022263     -0.0000000000000009412848476
-839.00000        0.00000000000000049365     0.0000000000000018962739745
-838.00000       -0.00000000000000043156     -0.0000000000000013316870150
-837.00000        0.00000000000000049437     0.0000000000000016454435620
-836.00000       -0.00000000000000299242     -0.0000000000000092614744940
-835.00000        0.00000000000000012225     0.0000000000000007020274097
-834.00000        0.00000000000000180367     0.0000000000000065542080491
-833.00000       -0.00000000000000010368     0.0000000000000003962931822
-832.00000        0.00000000000000012324     0.0000000000000005451428747
-831.00000        0.00000000000000198058     0.0000000000000063898015314
-830.00000       -0.00000000000000032805     -0.0000000000000012454681232
-829.00000        0.00000000000000071079     0.0000000000000019439445766
-828.00000        0.00000000000000020490     0.0000000000000006713900841
-827.00000       -0.00000000000000005347     -0.0000000000000003524738996
-826.00000       -0.00000000000001379824     -0.0000000000000428599506020
-825.00000        0.00000000000000004392     0.0000000000000000164258164
-824.00000       -0.00000000000000022944     -0.0000000000000006243963694
-823.00000        0.00000000000000018217     0.0000000000000001361894651
-822.00000        0.00000000000000104326     0.0000000000000033336121174
-821.00000       -0.00000000000000019109     -0.0000000000000002597916340
-820.00000       -0.00000000000000004274     -0.0000000000000002222639601
-819.00000        0.00000000000000185025     0.0000000000000063091146044
-818.00000       -0.00000000000000056113     -0.0000000000000019244437124
-817.00000        0.00000000000000012021     0.0000000000000004266762266
-816.00000        0.00000000000000001420     0.0000000000000000274024661
-815.00000        0.00000000000000034027     0.0000000000000011318558802
-814.00000       -0.00000000000000041705     -0.0000000000000009342458479
-813.00000       -0.00000000000001018353     -0.0000000000000269520770780
-812.00000       -0.00000000000000000094     0.0000000000000000943070636
-811.00000        0.00000000000000033704     0.0000000000000013769452291
-810.00000       -0.00000000000000030301     -0.0000000000000011383307615
-809.00000        0.00000000000000008355     0.0000000000000001425641032
-808.00000       -0.00000000000000005040     0.0000000000000000855576861
-807.00000        0.00000000000000011484     -0.0000000000000001102472379
-806.00000        0.00000000000000034319     0.0000000000000002145005820
-805.00000       -0.00000000000000038939     -0.0000000000000012194579831
-804.00000        0.00000000000000034756     0.0000000000000013188863938
-803.00000        0.00000000000000011283     0.0000000000000009597470244
-802.00000        0.00000000000000054603     0.0000000000000026853512765
-801.00000        0.00000000000000040965     0.0000000000000014956199271
-800.00000        0.00000000000000096421     0.0000000000000007857288169
-799.00000        0.00000000000000036095     0.0000000000000008020011510
-798.00000        0.00000000000000016330     0.0000000000000002073939409
-797.00000       -0.00000000000000111343     -0.0000000000000030229517986
-796.00000        0.00000000000000009598     0.0000000000000000736729441
-795.00000       -0.00000000000000038565     -0.0000000000000008994074762
-794.00000       -0.00000000000000020470     -0.0000000000000000486429920
-793.00000        0.00000000000000064439     0.0000000000000019539266407
-792.00000        0.00000000000000021783     0.0000000000000009322583885
-791.00000       -0.00000000000000044859     -0.0000000000000012576152952
-790.00000       -0.00000000000000113512     -0.0000000000000011465874016
-789.00000       -0.00000000000000032121     0.0000000000000002844316157
-788.00000       -0.00000000000000003325     0.0000000000000001771085251
-787.00000       -0.00000000000000020378     -0.0000000000000011926932139
-786.00000        0.00000000000000385089     0.0000000000000103860648078
-785.00000        0.00000000000000013203     0.0000000000000004483576504
-784.00000        0.00000000000000025042     0.0000000000000011356202502
-783.00000        0.00000000000000024740     -0.0000000000000008550066535
-782.00000       -0.00000000000000060766     -0.0000000000000019528697469
-781.00000        0.00000000000000023596     0.0000000000000007643998392
-780.00000       -0.00000000000000064666     -0.0000000000000007268816130
-779.00000       -0.00000000000000001008     0.0000000000000003625057439
-778.00000        0.00000000000000066657     0.0000000000000015512328920
-777.00000        0.00000000000000006454     -0.0000000000000001032662582
-776.00000        0.00000000000000009668     0.0000000000000007980458526
-775.00000       -0.00000000000000048013     -0.0000000000000016759120986
-774.00000       -0.00000000000000041185     0.0000000000000000884288197
-773.00000       -0.00000000000000019180     -0.0000000000000008822448419
-772.00000        0.00000000000000048122     0.0000000000000008564546328
-771.00000       -0.00000000000000109210     -0.0000000000000037522377634
-770.00000        0.00000000000000006764     0.0000000000000000174419065
-769.00000       -0.00000000000000059950     -0.0000000000000015312170841
-768.00000        0.00000000000000089977     0.0000000000000017232536229
-767.00000       -0.00000000000000030093     0.0000000000000002442124267
-766.00000        0.00000000000000005179     0.0000000000000000697023981
-765.00000       -0.00000000000000173994     -0.0000000000000048881243230
-764.00000        0.00000000000000044299     0.0000000000000013824438493
-763.00000        0.00000000000000039434     0.0000000000000008306652352
-762.00000        0.00000000000000027374     0.0000000000000000500387671
-761.00000       -0.00000000000000852067     -0.0000000000000289611227773
-760.00000       -0.00000000000000111827     -0.0000000000000004946795440
-759.00000        0.00000000000000027324     -0.0000000000000006151483194
-758.00000       -0.00000000000000037159     -0.0000000000000010457195468
-757.00000       -0.00000000000000012697     -0.0000000000000001747152513
-756.00000        0.00000000000000084453     0.0000000000000004088408678
-755.00000       -0.00000000000000106526     -0.0000000000000055625753023
-754.00000       -0.00000000000000023558     -0.0000000000000010218596464
-753.00000       -0.00000000000000029807     -0.0000000000000011171507359
-752.00000       -0.00000000000000158588     -0.0000000000000032651612341
-751.00000        0.00000000000000091206     0.0000000000000021770909758
-750.00000        0.00000000000000018009     -0.0000000000000001639773093
-749.00000       -0.00000000000000000069     -0.0000000000000001301286846
-748.00000        0.00000000000000044262     0.0000000000000003837328515
-747.00000        0.00000000000000019273     -0.0000000000000007710073111
-746.00000       -0.00000000000000037722     -0.0000000000000013962257785
-745.00000       -0.00000000000000049131     -0.0000000000000004666182261
-744.00000       -0.00000000000000081372     0.0000000000000008805565336
-743.00000        0.00000000000000100898     0.0000000000000016587522013
-742.00000       -0.00000000000000157557     -0.0000000000000034305964151
-741.00000        0.00000000000000018381     0.0000000000000012760573773
-740.00000        0.00000000000000051423     0.0000000000000023027850995
-739.00000        0.00000000000000010429     -0.0000000000000000387486380
-738.00000        0.00000000000000027986     -0.0000000000000002585541793
-737.00000        0.00000000000001343384     0.0000000000000180571685305
-736.00000        0.00000000000000037391     0.0000000000000009417853683
-735.00000        0.00000000000000066087     0.0000000000000017595073388
-734.00000        0.00000000000000057665     0.0000000000000012680365140
-733.00000        0.00000000000001310363     0.0000000000000119817271396
-732.00000        0.00000000000000084205     0.0000000000000013506802021
-731.00000       -0.00000000000000144766     -0.0000000000000020990257259
-730.00000        0.00000000000000066462     0.0000000000000000419961232
-729.00000       -0.00000000000000025184     0.0000000000000001652040471
-728.00000        0.00000000000000052421     0.0000000000000004626891535
-727.00000        0.00000000000000016219     0.0000000000000009759253439
-726.00000        0.00000000000000108695     0.0000000000000025924963332
-725.00000        0.00000000000000019848     0.0000000000000004621480065
-724.00000       -0.00000000000000039590     -0.0000000000000016020595081
-723.00000       -0.00000000000000075678     -0.0000000000000006243349558
-722.00000       -0.00000000000000053192     0.0000000000000005522687272
-721.00000       -0.00000000000000147246     0.0000000000000003683575174
-720.00000       -0.00000000000000015062     0.0000000000000000307092545
-719.00000        0.00000000000000256535     0.0000000000000002892731215
-718.00000        0.00000000000000001702     0.0000000000000002511546883
-717.00000       -0.00000000000000003604     -0.0000000000000000008514965
-716.00000       -0.00000000000000513726     -0.0000000000000122972343626
-715.00000        0.00000000000000171509     0.0000000000000013508946826
-714.00000        0.00000000000000151326     -0.0000000000000002401935133
-713.00000       -0.00000000000000024885     -0.0000000000000007240008030
-712.00000       -0.00000000000000012273     -0.0000000000000008097506734
-711.00000        0.00000000000000089063     0.0000000000000035504145669
-710.00000       -0.00000000000000170363     -0.0000000000000005543387075
-709.00000       -0.00000000000000070076     -0.0000000000000012596561920
-708.00000        0.00000000000000025520     0.0000000000000004233444681
-707.00000        0.00000000000000036384     -0.0000000000000011186424414
-706.00000       -0.00000000000000055507     0.0000000000000002645409292
-705.00000        0.00000000000000039334     -0.0000000000000004185869664
-704.00000        0.00000000000000046066     0.0000000000000004774867770
-703.00000        0.00000000000000012707     0.0000000000000003661138497
-702.00000        0.00000000000000036627     0.0000000000000019509455691
-701.00000        0.00000000000000001535     -0.0000000000000002471530680
-700.00000       -0.00000000000000011789     0.0000000000000000990871540
-699.00000       -0.00000000000000120025     -0.0000000000000033916496560
-698.00000       -0.00000000000000036395     0.0000000000000000865836650
-697.00000       -0.00000000000000060508     -0.0000000000000017194062309
-696.00000       -0.00000000000000245158     -0.0000000000000099230408287
-695.00000       -0.00000000000000035418     0.0000000000000000824688360
-694.00000        0.00000000000000066581     0.0000000000000002831079793
-693.00000       -0.00000000000000113713     -0.0000000000000008289476597
-692.00000        0.00000000000000023130     0.0000000000000001578523452
-691.00000        0.00000000000000094881     -0.0000000000000007581830508
-690.00000       -0.00000000000000033542     0.0000000000000003314475479
-689.00000       -0.00000000000000063875     -0.0000000000000088687669038
-688.00000        0.00000000000000035142     -0.0000000000000016115079144
-687.00000        0.00000000000000141781     0.0000000000000003191933587
-686.00000        0.00000000000000035916     -0.0000000000000004460730673
-685.00000       -0.00000000000000004862     -0.0000000000000003736751610
-684.00000        0.00000000000000013491     0.0000000000000020845973382
-683.00000       -0.00000000000000027986     -0.0000000000000004342409972
-682.00000       -0.00000000000000037899     0.0000000000000003250308876
-681.00000       -0.00000000000000084906     -0.0000000000000009324174435
-680.00000        0.00000000000000005304     -0.0000000000000006378235829
-679.00000       -0.00000000000000089529     0.0000000000000012351478077
-678.00000       -0.00000000000000011989     -0.0000000000000006106539973
-677.00000       -0.00000000000000114816     -0.0000000000000000559168089
-676.00000       -0.00000000000000018973     0.0000000000000029954626821
-675.00000       -0.00000000000000074166     -0.0000000000000003217104856
-674.00000       -0.00000000000000041854     -0.0000000000000005880143600
-673.00000       -0.00000000000000317789     -0.0000000000000038329572221
-672.00000       -0.00000000000000034062     -0.0000000000000002017473889
-671.00000       -0.00000000000000018401     0.0000000000000007475389099
-670.00000        0.00000000000000000964     0.0000000000000000822349195
-669.00000        0.00000000000000057232     -0.0000000000000005350871182
-668.00000        0.00000000000000025496     0.0000000000000023599821268
-667.00000        0.00000000000000167431     -0.0000000000000002675864365
-666.00000       -0.00000000000000332399     -0.0000000000000089211480044
-665.00000        0.00000000000000002631     0.0000000000000000001986052
-664.00000        0.00000000000000156071     0.0000000000000006123238201
-663.00000        0.00000000000000014555     0.0000000000000010881385215
-662.00000       -0.00000000000000066711     0.0000000000000011043281872
-661.00000        0.00000000000000046684     -0.0000000000000012480864282
-660.00000        0.00000000000000134038     -0.0000000000000004670787782
-659.00000        0.00000000000000070823     -0.0000000000000004207759344
-658.00000       -0.00000000000000189872     0.0000000000000003629554364
-657.00000        0.00000000000000037401     0.0000000000000011710928974
-656.00000       -0.00000000000000174954     0.0000000000000000661223841
-655.00000        0.00000000000000027811     -0.0000000000000000892771072
-654.00000        0.00000000000000083002     -0.0000000000000011530757708
-653.00000       -0.00000000000000168007     0.0000000000000044699262730
-652.00000       -0.00000000000000124674     0.0000000000000008062825798
-651.00000        0.00000000000000076248     0.0000000000000011848908629
-650.00000        0.00000000000000513284     -0.0000000000000033113194416
-649.00000       -0.00000000000000085895     -0.0000000000000018382083927
-648.00000       -0.00000000000000089311     0.0000000000000008122337082
-647.00000       -0.00000000000000019330     -0.0000000000000000212646935
-646.00000        0.00000000000000095494     0.0000000000000006671743527
-645.00000       -0.00000000000000146990     0.0000000000000009416180626
-644.00000       -0.00000000000000024840     -0.0000000000000008505426402
-643.00000       -0.00000000000000777446     -0.0000000000000108748124438
-642.00000        0.00000000000000034532     -0.0000000000000015287654498
-641.00000        0.00000000000000565092     0.0000000000000043891760340
-640.00000        0.00000000000000104370     -0.0000000000000013371947326
-639.00000        0.00000000000000024431     -0.0000000000000005737026516
-638.00000       -0.00000000000000031622     -0.0000000000000002122584761
-637.00000        0.00000000000000147059     0.0000000000000028148601798
-636.00000       -0.00000000000000014627     0.0000000000000000055549709
-635.00000        0.00000000000000045991     -0.0000000000000009045880699
-634.00000        0.00000000000000017598     0.0000000000000006004342785
-633.00000       -0.00000000000000240977     0.0000000000000039821124451
-632.00000       -0.00000000000000034524     -0.0000000000000005647163057
-631.00000       -0.00000000000000406394     -0.0000000000000038361158560
-630.00000        0.00000000000000255760     -0.0000000000000041499021328
-629.00000        0.00000000000000080548     0.0000000000000003779311863
-628.00000       -0.00000000000000299595     -0.0000000000000054900462289
-627.00000        0.00000000000001331718     0.0000000000000000892091999
-626.00000        0.00000000000000082902     0.0000000000000024431654463
-625.00000       -0.00000000000000070182     0.0000000000000028422423541
-624.00000       -0.00000000000000389127     -0.0000000000000021909787097
-623.00000       -0.00000000000000165726     -0.0000000000000037847360566
-622.00000       -0.00000000000001408259     -0.0000000000000013712923585
-621.00000        0.00000000000000242335     0.0000000000000046835980319
-620.00000       -0.00000000000000320395     -0.0000000000000035249384403
-619.00000        0.00000000000000420175     0.0000000000000020626300374
-618.00000        0.00000000000000641715     0.0000000000000131573125048
-617.00000        0.00000000000000012906     0.0000000000000005570825593
-616.00000       -0.00000000000000116138     -0.0000000000000001227369254
-615.00000       -0.00000000000000070682     -0.0000000000000011320040915
-614.00000       -0.00000000000000125481     -0.0000000000000000364042540
-613.00000       -0.00000000000000026457     -0.0000000000000002778006303
-612.00000        0.00000000000000095906     0.0000000000000008763695762
-611.00000        0.00000000000000076262     0.0000000000000001714265352
-610.00000        0.00000000000000055906     0.0000000000000013077448520
-609.00000       -0.00000000000000040107     -0.0000000000000001588317386
-608.00000        0.00000000000000259756     -0.0000000000000034483880099
-607.00000        0.00000000000000020952     0.0000000000000031748468694
-606.00000        0.00000000000000022131     0.0000000000000000369227869
-605.00000        0.00000000000000074625     -0.0000000000000001053546678
-604.00000        0.00000000000000035503     0.0000000000000155569448207
-603.00000       -0.00000000000000023281     0.0000000000000004854324652
-602.00000        0.00000000000000161268     0.0000000000000013694674460
-601.00000        0.00000000000000081832     -0.0000000000000003761844109
-600.00000       -0.00000000000000065033     0.0000000000000008387712103
-599.00000       -0.00000000000000189484     0.0000000000000001552301089
-598.00000        0.00000000000000026256     0.0000000000000003028470865
-597.00000        0.00000000000000050583     -0.0000000000000001845893381
-596.00000        0.00000000000000072213     0.0000000000000017318233469
-595.00000       -0.00000000000000158025     -0.0000000000000024208247263
-594.00000       -0.00000000000000003741     0.0000000000000006986900838
-593.00000       -0.00000000000000029987     -0.0000000000000001369737640
-592.00000       -0.00000000000000007230     0.0000000000000000400489933
-591.00000        0.00000000000000012235     -0.0000000000000003949404031
-590.00000       -0.00000000000000036513     -0.0000000000000004565490658
-589.00000       -0.00000000000000069167     -0.0000000000000008392635742
-588.00000        0.00000000000000022487     0.0000000000000002764295773
-587.00000       -0.00000000000000070702     -0.0000000000000003056333443
-586.00000       -0.00000000000000149052     0.0000000000000000707336154
-585.00000       -0.00000000000000104437     -0.0000000000000018263020803
-584.00000       -0.00000000000000097426     -0.0000000000000011738096300
-583.00000        0.00000000000000024349     0.0000000000000008243152851
-582.00000       -0.00000000000000018144     -0.0000000000000010097446178
-581.00000       -0.00000000000000172940     -0.0000000000000005502809000
-580.00000        0.00000000000000007933     0.0000000000000000319094722
-579.00000       -0.00000000000000084555     -0.0000000000000004960905015
-578.00000        0.00000000000000082855     -0.0000000000000005680588398
-577.00000       -0.00000000000000110597     -0.0000000000000003686610901
-576.00000       -0.00000000000000093711     -0.0000000000000001687583512
-575.00000       -0.00000000000000067447     -0.0000000000000002844194719
-574.00000        0.00000000000000023640     0.0000000000000000030041991
-573.00000        0.00000000000000021754     0.0000000000000006544566550
-572.00000        0.00000000000000027523     0.0000000000000004561408241
-571.00000        0.00000000000000004083     0.0000000000000000953062406
-570.00000       -0.00000000000000000801     -0.0000000000000000025678753
-569.00000       -0.00000000000000005289     -0.0000000000000000008195870
-568.00000       -0.00000000000000018839     -0.0000000000000002380103000
-567.00000        0.00000000000000003894     0.0000000000000002775605676
-566.00000       -0.00000000000000134998     -0.0000000000000002621969832
-565.00000       -0.00000000000000025209     -0.0000000000000003412466629
-564.00000       -0.00000000000000024040     0.0000000000000001761426810
-563.00000        0.00000000000000210959     0.0000000000000020593265956
-562.00000        0.00000000000000045472     0.0000000000000003903216764
-561.00000        0.00000000000000020128     -0.0000000000000003248933436
-560.00000        0.00000000000000005356     0.0000000000000002268958803
-559.00000        0.00000000000000056653     0.0000000000000010187186380
-558.00000       -0.00000000000000099033     -0.0000000000000000893175462
-557.00000        0.00000000000000023744     0.0000000000000000332090888
-556.00000       -0.00000000000000533836     -0.0000000000000055555556575
-555.00000        0.00000000000000062798     -0.0000000000000011213469522
-554.00000       -0.00000000000000030456     -0.0000000000000002334891875
-553.00000       -0.00000000000000117223     -0.0000000000000014822148284
-552.00000       -0.00000000000000009619     0.0000000000000000105209768
-551.00000       -0.00000000000000002443     -0.0000000000000000098203393
-550.00000       -0.00000000000000020643     -0.0000000000000002553144679
-549.00000       -0.00000000000000027077     -0.0000000000000000276391572
-548.00000       -0.00000000000000169331     -0.0000000000000016944139785
-547.00000       -0.00000000000000000296     0.0000000000000001717205435
-546.00000       -0.00000000000000115930     -0.0000000000000013080081977
-545.00000        0.00000000000000004556     0.0000000000000000116483239
